"n","simulation_run","seed","stringy_diameter","stringy_num_edges","stringy_num_vertices","penrose_diameter","penrose_num_edges","penrose_num_vertices","total_mst_length","stringy05"
3000,26,429,5.7737005836667,491,492,0.0321551309921628,1,2,35.69227518851,0.161763310216922
3000,27,430,4.63372648678058,381,382,0.0455472332843152,1,2,35.7461837784513,0.129628564422419
3000,28,431,5.24221791051976,433,434,0.0305316646308924,1,2,36.0341729418197,0.145479068410527
3000,29,432,4.45839667761896,386,387,0.0446895608484415,1,2,35.7056948785219,0.124865142459413
3000,30,433,3.94568121276133,326,327,0.0300944145008383,1,2,35.7099292526397,0.110492551941129
3000,31,434,3.75449769178643,297,298,0.035590261515403,1,2,35.8313888113889,0.10478236586222
3000,32,435,3.79562333984867,311,312,0.031073663926905,1,2,35.5342732744271,0.106815842567977
3000,33,436,5.31291849921739,448,449,0.0351490455787728,1,2,35.8634604461686,0.14814294084064
3000,34,437,4.69594560154731,390,391,0.0343172048935527,1,2,35.7883277332467,0.131214446133085
3000,35,438,4.04414372247364,331,332,0.0334394079843439,1,2,36.1635764901547,0.111829197081064
3000,36,439,6.33004774848304,521,522,0.0316609792519895,1,2,35.7126320245525,0.177249544198566
3000,37,440,4.61434580753871,391,392,0.030521077085327,1,2,35.6882469948318,0.129295950238378
3000,38,441,4.0201540225739,328,329,0.0397179125296647,1,2,35.8251057340489,0.112216110467835
3000,39,442,5.2660271700768,420,421,0.0343620544193578,1,2,35.6538777330554,0.147698581610229
3000,40,443,4.3145890441413,356,357,0.0329392415389171,1,2,35.979395442824,0.119918330784566
3000,41,444,4.09828163735748,336,337,0.0314260847107074,1,2,35.7858591942956,0.114522376425456
3000,42,445,4.34381207305524,357,358,0.037635768923321,1,2,35.3957295763557,0.12272136003539
3000,43,446,3.99205118668243,316,317,0.0326271684658372,1,2,35.9046658842374,0.111184746839129
3000,44,447,4.47184642801113,373,374,0.0330801884089748,1,2,35.4511757266645,0.126140990710433
3000,45,448,3.644333481321,298,299,0.0326182917044685,1,2,36.0199882709795,0.101175310050202
3000,46,449,5.09117649525833,437,438,0.0303595672077745,1,2,35.5387343463827,0.14325711336922
3000,47,450,4.32072585070202,360,361,0.0347167670697897,1,2,35.5716700495153,0.121465364001398
3000,48,451,5.19783610632215,427,428,0.0351563913975926,1,2,35.8113471421237,0.145144947652866
3000,49,452,4.92068431353158,402,403,0.0364265204250716,1,2,35.7145054306946,0.137778313158511
3000,50,453,5.09881045905346,411,412,0.0304404241780242,1,2,35.7431498368075,0.142651402641712
3000,51,454,4.23453413370494,354,355,0.0312697594067596,1,2,35.5305317934772,0.119180150703017
3000,52,455,5.12334607881396,427,428,0.0363733564021247,1,2,35.6675441133967,0.1436416833894
3000,53,456,5.82118724967014,494,495,0.0321811833896591,1,2,35.8395457589796,0.16242357782148
3000,54,457,3.74307805384837,321,322,0.0301592387583209,1,2,35.9328356182555,0.104168735627052
3000,55,458,3.94422785716315,323,324,0.032148294254206,1,2,36.0803928936088,0.109317763495359
3000,56,459,3.4154711450263,269,270,0.0318842037444188,1,2,35.9541830144609,0.0949950981684827
3000,57,460,4.72633212575161,406,407,0.0339271831067709,1,2,35.5188447345697,0.133065480059141
3000,58,461,4.03319577657166,326,327,0.033062240618686,1,2,35.8294235135191,0.112566583022187
3000,59,462,4.46352223843665,371,372,0.0331051063139603,1,2,35.7677349123817,0.124791861977581
3000,60,463,4.91716831975065,421,422,0.0331541732088509,1,2,36.0814591445647,0.13627964157573
3000,61,464,5.10079140478401,432,433,0.0323689687422752,1,2,35.9738385020078,0.141791691328667
3000,62,465,4.4766993762097,363,364,0.0294504144164833,1,2,36.0911414525968,0.124038730725365
3000,63,466,4.33573331851032,359,360,0.0333870190831871,1,2,36.0463975491904,0.120282014661621
3000,64,467,4.97905363640682,411,412,0.032433497121831,1,2,35.8503922454591,0.138884216449193
3000,65,468,4.66923178449403,384,385,0.0323568271017893,1,2,35.8912631881353,0.130093827013521
3000,66,469,3.40369530706847,276,277,0.0393883309774857,1,2,35.3800095561268,0.0962039114678262
3000,67,470,4.89947962581943,405,406,0.035439087289689,1,2,36.0226663451936,0.136011020918588
3000,68,471,5.06284775536946,428,429,0.0325996763273107,1,2,35.7790453104973,0.141503153911266
3000,69,472,4.67056083708902,393,394,0.0306973353040581,1,2,35.6940425244309,0.130849870364004
3000,70,473,4.59615468347787,378,379,0.0387924751408709,1,2,35.2889868829288,0.130243316384389
3000,71,474,4.04242296605928,335,336,0.0338893372994925,1,2,35.6851282985922,0.11328032597318
3000,72,475,4.28903465528852,337,338,0.037819848138148,1,2,36.0942318936503,0.118828810872771
3000,73,476,6.45476433292472,544,545,0.0350505799376042,1,2,35.749446246495,0.180555645209681
3000,74,477,4.42937804035218,361,362,0.0362616216610464,1,2,35.8422459831861,0.123579812560576
3000,75,478,4.65601014487205,399,400,0.0341498073977663,1,2,35.5293841707597,0.131046744927932
