"n","simulation_run","seed","stringy_diameter","stringy_num_edges","stringy_num_vertices","penrose_diameter","penrose_num_edges","penrose_num_vertices","total_mst_length","stringy05"
5000,83,686,3.61690534001671,374,375,0.0240884488307932,1,2,46.2201460214015,0.0782538709060321
5000,84,687,5.16104527824907,537,538,0.0243555169292662,1,2,46.053659332195,0.112065910789441
5000,85,688,4.53450337893897,484,485,0.0268725494284547,1,2,46.0242037356691,0.0985243200508583
5000,86,689,4.42617265476518,468,469,0.0278600418598831,1,2,46.0907236237318,0.0960317457998462
5000,87,690,3.8551276123152,428,429,0.0246968389951712,1,2,45.7423619745619,0.0842791549430503
5000,88,691,6.02050397660583,639,640,0.02349397977657,1,2,45.905744386885,0.131149250644236
5000,89,692,4.26582555802805,429,430,0.033268913295627,1,2,46.25568559088,0.0922227290231564
5000,90,693,3.8999628051219,423,424,0.0255628974322327,1,2,46.1947163205888,0.0844244345620907
5000,91,694,6.34883909098541,680,681,0.0231641355840659,1,2,46.1915525460719,0.137445890883469
5000,92,695,5.32544076029973,565,566,0.0244919552262017,1,2,46.3355710539746,0.114932019594542
5000,93,696,4.48989705111395,468,469,0.0279945290839516,1,2,46.4909565036015,0.0965757082405077
5000,94,697,4.5736841612362,496,497,0.0266317528150104,1,2,46.165831889141,0.0990707623815615
5000,95,698,4.2030250102047,460,461,0.0331482055585256,1,2,46.0074240173815,0.0913553649214703
5000,96,699,4.67974223134931,512,513,0.0249566186627252,1,2,46.0299819395407,0.101667261948876
5000,97,700,4.95412993519044,535,536,0.0252969079251849,1,2,46.1018311282854,0.107460589177137
5000,98,701,5.29546120281151,565,566,0.0224957639253127,1,2,45.9728859563104,0.115186616908148
5000,99,702,4.54853734091374,483,484,0.0308355159422757,1,2,46.21242043661,0.098426728094734
5000,100,703,5.17469409712401,549,550,0.0241154380270359,1,2,45.9713626579761,0.112563426401419
