"n","simulation_run","seed","addario_hop_diameter","addario_num_vertices","addario_path_length"
750,42,845,198,199,4.86608391267779
750,43,846,175,176,4.32617370560973
750,44,847,177,178,4.15939906316753
750,45,848,175,176,4.13087797517451
750,46,849,179,180,4.25702371895845
750,47,850,186,187,4.68969471112745
750,48,851,115,116,2.75302692164126
750,49,852,173,174,4.65448526551741
750,50,853,174,175,4.14034037268158
750,51,854,135,136,3.25605522588008
750,52,855,153,154,3.5537777974429
750,53,856,173,174,4.3920082950465
750,54,857,142,143,3.63452441484109
750,55,858,189,190,4.52631675300995
750,56,859,146,147,3.60564949525648
750,57,860,123,124,3.053608400812
750,58,861,118,119,3.10754089382882
750,59,862,135,136,3.26381188721577
750,60,863,157,158,4.03304755009702
750,61,864,152,153,3.93077252005412
750,62,865,155,156,3.69520457570919
750,63,866,193,194,4.98325881307344
750,64,867,153,154,3.43685275923929
750,65,868,197,198,4.83207496721069
750,66,869,194,195,4.44632198899007
750,67,870,129,130,3.33863999159152
750,68,871,186,187,4.54600911014749
750,69,872,137,138,3.07736394251685
750,70,873,210,211,4.95140438984425
750,71,874,183,184,4.74191730678028
750,72,875,124,125,2.99672588434011
750,73,876,154,155,3.72173916965976
750,74,877,137,138,3.44245259366999
750,75,878,171,172,4.35717568307723
750,76,879,172,173,4.34170743430776
750,77,880,137,138,3.45500762585834
750,78,881,142,143,3.50842619744522
750,79,882,189,190,4.37406430370155
750,80,883,159,160,3.9498795467665
750,81,884,175,176,4.30977883890149
750,82,885,175,176,4.22442668814221
750,83,886,191,192,4.6738859205117
750,84,887,166,167,3.98430324544787
750,85,888,141,142,3.31283705284013
750,86,889,174,175,4.2630164904382
750,87,890,127,128,2.93657446125171
750,88,891,154,155,3.95014131690933
750,89,892,148,149,3.82795903157463
750,90,893,157,158,3.66705802500327
750,91,894,147,148,3.51926123989722
750,92,895,180,181,4.46366613967976
750,93,896,186,187,4.66848280488323
750,94,897,200,201,4.81661528727395
750,95,898,116,117,2.75541239882074
750,96,899,197,198,4.76249744622527
750,97,900,193,194,4.84729312786364
750,98,901,161,162,3.75065915153277
750,99,902,176,177,4.55023431716314
750,100,903,181,182,4.22573397967552
800,1,904,146,147,3.3368900570016
800,2,905,121,122,2.92117256613459
800,3,906,144,145,3.41676815832647
800,4,907,176,177,4.21463915233885
800,5,908,170,171,3.89285356784876
800,6,909,136,137,3.12082400972397
800,7,910,135,136,3.16953635199852
800,8,911,179,180,3.99539211369131
800,9,912,209,210,4.91657464512907
800,10,913,140,141,3.14271398905075
800,11,914,175,176,4.28570725327909
800,12,915,175,176,4.21597776189781
800,13,916,158,159,3.84608767288847
800,14,917,138,139,3.26957253796531
800,15,918,166,167,3.63809578419809
800,16,919,154,155,3.60892153208661
800,17,920,218,219,5.29715228738318
800,18,921,162,163,3.89406475589589
800,19,922,166,167,3.98490459731912
800,20,923,132,133,3.06799302327706
800,21,924,227,228,5.20978998379644
800,22,925,129,130,3.1233204448698
