"structure","run","seed","weighted_diameter","hop_diameter","mst_length","weighted_stringy","hop_stringy","difference"
"Degree 2 vs 3",30,1079,2.49463176184121,345,2.86420931640019,0.870966988186649,0.691382765531062,0.179584222655586
"Degree 2 vs 3",31,1080,2.51405853074504,347,2.88793211893597,0.870539343449432,0.695390781563126,0.175148561886305
"Degree 2 vs 3",32,1081,2.47032367686562,332,2.87068423961028,0.860534796122677,0.665330661322645,0.195204134800032
"Degree 2 vs 3",33,1082,2.47216115348283,346,2.86501151172956,0.862880007065111,0.693386773547094,0.169493233518016
"Degree 2 vs 3",34,1083,2.47725668770652,348,2.87658041587538,0.86118110032139,0.697394789579158,0.163786310742231
"Degree 2 vs 3",35,1084,2.46817691785953,328,2.89929607003272,0.8513021292895,0.657314629258517,0.193987500030983
"Degree 2 vs 3",36,1085,2.46665735445082,337,2.85909179219569,0.862741574504159,0.675350701402806,0.187390873101353
"Degree 2 vs 3",37,1086,2.48085359333049,340,2.89573131621609,0.856727825346817,0.681362725450902,0.175365099895915
"Degree 2 vs 3",38,1087,2.51925724116568,349,2.8820721627222,0.87411317237323,0.69939879759519,0.174714374778039
"Degree 2 vs 3",39,1088,2.52229580472993,342,2.9294188341631,0.861022594418637,0.685370741482966,0.175651852935671
"Degree 2 vs 3",40,1089,2.43000041739947,339,2.80512300079082,0.866272322716119,0.67935871743487,0.186913605281249
"Degree 2 vs 3",41,1090,2.51289818786613,337,2.89244472234561,0.868780021430561,0.675350701402806,0.193429320027755
"Degree 2 vs 3",42,1091,2.52192386979428,345,2.86749243898277,0.879487539534339,0.691382765531062,0.188104774003277
"Degree 2 vs 3",43,1092,2.4813997911688,337,2.89916285353282,0.855902174707105,0.675350701402806,0.180551473304299
"Degree 2 vs 3",44,1093,2.49345288532789,346,2.89670776339579,0.86078855341791,0.693386773547094,0.167401779870816
"Degree 2 vs 3",45,1094,2.48733931548202,349,2.86613663535508,0.867836963806813,0.69939879759519,0.168438166211622
"Degree 2 vs 3",46,1095,2.4176483353371,338,2.83720994713598,0.852121760597093,0.677354709418838,0.174767051178255
"Degree 2 vs 3",47,1096,2.45363436399619,328,2.88153104773345,0.851503705270212,0.657314629258517,0.194189076011695
"Degree 2 vs 3",48,1097,2.45290698947309,333,2.8634052817521,0.856639821510763,0.667334669338677,0.189305152172086
"Degree 2 vs 3",49,1098,2.45829121072983,337,2.87752864348611,0.854306425861195,0.675350701402806,0.178955724458389
"Degree 2 vs 3",50,1099,2.49886223152294,342,2.85822598758378,0.874270348943041,0.685370741482966,0.188899607460075
"Degree 2 vs 3",51,1100,2.46054662040822,343,2.83246873204015,0.868693303680694,0.687374749498998,0.181318554181696
"Degree 2 vs 3",52,1101,2.50542113149942,329,2.88249821009705,0.869183933132454,0.659318637274549,0.209865295857905
"Degree 2 vs 3",53,1102,2.48531753852283,342,2.90153919067454,0.85655142846616,0.685370741482966,0.171180686983194
"Degree 2 vs 3",54,1103,2.43737744018518,335,2.8473023447328,0.856030426376765,0.671342685370741,0.184687741006023
"Degree 2 vs 3",55,1104,2.50746093526595,339,2.88098861646598,0.87034739427113,0.67935871743487,0.19098867683626
"Degree 2 vs 3",56,1105,2.45451614062671,342,2.86235318187473,0.857516869745298,0.685370741482966,0.172146128262332
"Degree 2 vs 3",57,1106,2.52303771535422,353,2.8746388378217,0.87768859244457,0.707414829659319,0.170273762785252
"Degree 2 vs 3",58,1107,2.48978182489789,364,2.80334319172303,0.888147349296746,0.729458917835671,0.158688431461075
"Degree 2 vs 3",59,1108,2.4462876704911,333,2.85337154648927,0.857332327961622,0.667334669338677,0.189997658622944
"Degree 2 vs 3",60,1109,2.48275154639633,350,2.84016701212568,0.874156884365105,0.701402805611222,0.172754078753882
"Degree 2 vs 3",61,1110,2.47618820320126,331,2.87509006463304,0.861255872872042,0.663326653306613,0.197929219565429
"Degree 2 vs 3",62,1111,2.48829640771029,333,2.88698233316992,0.861902194246588,0.667334669338677,0.194567524907911
"Degree 2 vs 3",63,1112,2.52244199989198,349,2.86937905741531,0.87908984815835,0.69939879759519,0.179691050563159
"Degree 2 vs 3",64,1113,2.48105527366911,341,2.87241224065517,0.863753203162512,0.683366733466934,0.180386469695578
"Degree 2 vs 3",65,1114,2.54026856200959,345,2.92417513347878,0.868712866382776,0.691382765531062,0.177330100851714
"Degree 2 vs 3",66,1115,2.49183143055894,343,2.89806128434816,0.859827031269772,0.687374749498998,0.172452281770774
